CodigoPostulacion;Ciudad;GeneroPostulante;ExperienciaLaboralRelevante;NivelDeEducacion;AreaDelConocimiento;AnosDeExperiencia;TamanoDelaEmpresa;TipoDeEmpresa;AnosEnElActualTrabajo;HorasDeCapacitacion;Etiqueta
2793;248;Masculino;Con experiencia relevante;Universitaria;STEM;20;oct-49;Ltda;5;166;0
25174;246;Masculino;Con experiencia relevante;Universitaria;STEM;2;50-99;Ltda;1;110;0
5593;247;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;1;37;0
14003;250;Femenino;Con experiencia relevante;Universitaria;STEM;2;;;1;95;1
33057;252;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;29;1
30484;253;Masculino;Con experiencia relevante;Mag�st;STEM;20;50-99;Ltda;5;31;0
14688;251;Masculino;Sin experiencia relevante;Mag�st;STEM;11;50-99;Ltda;5;97;0
25459;255;Masculino;Sin experiencia relevante;Ense�anza B�;;3;;;0;16;0
23657;254;Masculino;Sin experiencia relevante;Ense�anza B�;;4;;;0;14;0
20322;270;Masculino;Con experiencia relevante;Doctorado;STEM;20;100-500;Ltda;5;206;0
22194;273;Femenino;Con experiencia relevante;Universitaria;STEM;2;oct-49;Startup;1;204;0
31401;272;Masculino;Con experiencia relevante;Mag�st;STEM;18;10000+;Ltda;2;116;0
14914;271;;Con experiencia relevante;Mag�st;STEM;16;100-500;Ltda;4;161;0
20376;260;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;25;1
27530;263;;Con experiencia relevante;Universitaria;STEM;18;500-999;Ltda;5;94;0
24701;262;;Con experiencia relevante;Universitaria;STEM;15;10000+;Ltda;5;16;0
6790;264;Masculino;Con experiencia relevante;Mag�st;STEM;15;;;1;100;0
10102;261;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;0;107;0
10338;310;Masculino;Con experiencia relevante;Mag�st;STEM;11;;;1;17;0
15701;316;Masculino;Con experiencia relevante;Universitaria;STEM;10;<10;Ltda;1;140;0
21218;318;Masculino;Con experiencia relevante;Universitaria;Humanidades;3;10000+;Ltda;2;75;0
1586;317;;Con experiencia relevante;Ense�anza Med;;6;;;1;59;0
9189;313;;Con experiencia relevante;Ense�anza Med;;6;50-99;;1;146;0
13788;314;;Sin experiencia relevante;;;3;;;0;302;0
10752;312;Femenino;Con experiencia relevante;Mag�st;STEM;9;100-500;Ltda;2;42;1
28406;315;;Con experiencia relevante;Universitaria;Sin Licenciatura;14;;Ltda;1;131;0
26320;311;;Con experiencia relevante;Ense�anza Med;;9;;;4;74;0
17460;330;Femenino;Con experiencia relevante;Universitaria;STEM;7;10000+;Ltda;1;22;0
18657;285;;Sin experiencia relevante;Universitaria;STEM;3;;;0;53;1
9384;287;Masculino;Con experiencia relevante;Mag�st;STEM;20;500-999;Ltda;5;143;0
4269;288;Femenino;Con experiencia relevante;Universitaria;STEM;14;50-99;Ltda;2;72;0
14935;286;Masculino;Con experiencia relevante;Ense�anza Med;;11;500-999;Ltda;1;7;0
28033;275;Masculino;Sin experiencia relevante;Universitaria;STEM;3;50-99;Startup;1;182;0
1568;277;Masculino;Con experiencia relevante;Universitaria;STEM;15;50-99;Ltda;4;50;0
15465;279;Masculino;Con experiencia relevante;Ense�anza Med;;2;50-99;Empresa P�bli;1;82;0
26233;276;Masculino;Con experiencia relevante;Universitaria;STEM;2;10000+;Ltda;1;58;0
24729;278;;Con experiencia relevante;Universitaria;STEM;9;oct-49;Ltda;1;94;0
29440;300;Masculino;Con experiencia relevante;Universitaria;STEM;4;<10;;2;60;1
32652;302;Masculino;Con experiencia relevante;Mag�st;STEM;5;100-500;Ltda;4;124;0
28556;304;;Sin experiencia relevante;Ense�anza B�;;2;;;2;46;0
12875;301;Masculino;Sin experiencia relevante;Mag�st;STEM;3;;ONG;2;57;1
21078;305;Femenino;Con experiencia relevante;Universitaria;STEM;9;50-99;Ltda;1;17;0
30331;303;;Con experiencia relevante;Universitaria;STEM;14;5000-9999;Ltda;5;101;0
5899;306;Masculino;Sin experiencia relevante;Ense�anza B�;;3;;Ltda;0;31;0
22787;320;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;1;36;0
27435;324;Masculino;Con experiencia relevante;Universitaria;STEM;15;;;4;198;0
2855;321;Masculino;Sin experiencia relevante;Mag�st;STEM;5;10000+;Ltda;0;31;0
18385;323;;Con experiencia relevante;Mag�st;STEM;9;50-99;Ltda;1;12;0
27866;322;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Startup;1;31;0
7328;325;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;26;1
24807;290;Masculino;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;1;55;0
27113;295;Masculino;Con experiencia relevante;Universitaria;STEM;11;;;5;8;1
6008;294;Masculino;Con experiencia relevante;Ense�anza Med;;20;100-500;Ltda;5;38;0
760;293;Masculino;Con experiencia relevante;Universitaria;Humanidades;16;;;2;8;0
2990;291;Masculino;Con experiencia relevante;Mag�st;STEM;20;1000-4999;Ltda;3;32;1
28229;292;Masculino;Con experiencia relevante;Universitaria;STEM;18;100-500;Startup;5;51;0
4162;335;Masculino;Con experiencia relevante;Universitaria;STEM;9;5000-9999;Ltda;2;22;0
27326;338;Masculino;Con experiencia relevante;Ense�anza Med;;7;;;1;17;0
604;349;Masculino;Sin experiencia relevante;;;3;;;0;24;0
2194;348;Masculino;Con experiencia relevante;Universitaria;STEM;5;oct-49;Startup;1;19;0
21564;350;Masculino;Con experiencia relevante;Mag�st;STEM;9;50-99;Ltda;2;46;1
17432;336;Femenino;Con experiencia relevante;Universitaria;STEM;13;50-99;Ltda;5;15;0
13952;351;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;5;23;1
1988;339;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;5;38;0
23691;343;;Sin experiencia relevante;Mag�st;STEM;4;;;0;46;1
10481;337;;Sin experiencia relevante;Universitaria;Administraci�n y Neogci;1;;;0;214;0
8540;340;Masculino;Con experiencia relevante;Universitaria;STEM;20;1000-4999;Empresa P�bli;5;52;0
8806;347;Femenino;Sin experiencia relevante;Universitaria;STEM;1;;;0;22;1
15468;346;Masculino;Con experiencia relevante;Mag�st;STEM;15;100-500;Ltda;2;65;0
32747;344;;Con experiencia relevante;Universitaria;Sin Licenciatura;14;50-99;Ltda;1;64;0
1297;342;Masculino;Con experiencia relevante;Universitaria;STEM;7;5000-9999;Ltda;4;86;0
4075;341;Masculino;Sin experiencia relevante;Universitaria;STEM;4;;;1;52;1
12772;345;;Con experiencia relevante;Mag�st;STEM;14;;;5;21;0
22517;370;Masculino;Sin experiencia relevante;Universitaria;STEM;3;1000-4999;Empresa P�bli;1;86;0
26388;373;Masculino;Sin experiencia relevante;Mag�st;STEM;5;;;4;288;1
30676;372;Masculino;Con experiencia relevante;Mag�st;STEM;20;100-500;Ltda;5;53;0
18376;374;Masculino;Con experiencia relevante;Universitaria;STEM;17;50-99;;1;60;0
10970;371;Masculino;Con experiencia relevante;Mag�st;STEM;18;;;5;178;0
29961;375;Masculino;Con experiencia relevante;Doctorado;STEM;20;50-99;Ltda;2;166;0
5136;355;Masculino;Con experiencia relevante;Doctorado;Humanidades;20;;;1;62;0
20369;359;Masculino;Con experiencia relevante;Universitaria;STEM;7;10000+;;1;35;0
23505;356;Masculino;Con experiencia relevante;Universitaria;STEM;17;100-500;Ltda;5;106;0
11751;361;Masculino;Sin experiencia relevante;Universitaria;STEM;6;<10;Ltda;0;58;0
12038;358;Masculino;Con experiencia relevante;Mag�st;;;;;;44;1
28590;363;Masculino;Con experiencia relevante;Mag�st;STEM;6;50-99;Startup;1;72;0
32699;364;;Con experiencia relevante;Ense�anza Med;;18;10000+;Ltda;1;80;0
10370;357;Masculino;Con experiencia relevante;Mag�st;STEM;16;5000-9999;ONG;2;166;0
4095;362;;Con experiencia relevante;Mag�st;STEM;20;100-500;Ltda;1;25;0
5340;360;Masculino;Con experiencia relevante;Universitaria;Administraci�n y Neogci;20;10000+;Ltda;0;109;0
9217;390;Masculino;Con experiencia relevante;Universitaria;STEM;1;<10;Startup;1;37;0
15294;397;;Sin experiencia relevante;Universitaria;STEM;4;;;0;55;1
23901;398;Masculino;Sin experiencia relevante;;;3;;;0;32;0
5673;395;Masculino;Sin experiencia relevante;Universitaria;STEM;9;50-99;Ltda;3;51;0
25421;394;Masculino;Con experiencia relevante;Universitaria;STEM;16;50-99;Startup;1;84;0
20698;391;Masculino;Con experiencia relevante;Universitaria;STEM;20;500-999;ONG;1;72;0
41;396;Masculino;Con experiencia relevante;Ense�anza Med;;20;100-500;Ltda;1;47;0
23636;392;Masculino;Sin experiencia relevante;Universitaria;STEM;12;;;4;47;0
9387;393;Masculino;Con experiencia relevante;Ense�anza Med;;6;<10;Startup;2;20;0
21466;399;Masculino;Con experiencia relevante;Universitaria;STEM;8;;;1;198;1
9515;410;Masculino;Sin experiencia relevante;Universitaria;Otros;2;1000-4999;Empresa P�bli;1;64;0
20743;412;Masculino;Con experiencia relevante;Mag�st;STEM;15;10000+;Ltda;5;23;1
25766;411;Masculino;Sin experiencia relevante;Mag�st;STEM;14;100-500;Empresa P�bli;3;96;0
4626;380;Masculino;Sin experiencia relevante;Ense�anza Med;;2;;Ltda;0;306;0
4642;385;Masculino;Con experiencia relevante;Universitaria;STEM;9;<10;ONG;1;8;0
16178;386;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;1;48;0
1829;383;Masculino;Con experiencia relevante;Universitaria;STEM;8;oct-49;Ltda;1;98;1
2377;388;;Sin experiencia relevante;Doctorado;STEM;7;500-999;ONG;0;46;0
8287;382;Masculino;Sin experiencia relevante;Universitaria;STEM;1;;;1;53;1
10529;384;Masculino;Con experiencia relevante;Universitaria;Arte;20;<10;Ltda;1;102;0
30608;381;;Sin experiencia relevante;Universitaria;STEM;4;;;1;76;0
27546;387;Masculino;Sin experiencia relevante;Ense�anza B�;;1;;;0;43;0
32324;400;Masculino;Sin experiencia relevante;Universitaria;STEM;20;50-99;Ltda;5;32;0
8442;402;;Con experiencia relevante;Universitaria;STEM;5;;;1;54;0
8151;403;;Con experiencia relevante;Mag�st;STEM;8;oct-49;Ltda;1;7;0
15796;404;Femenino;Con experiencia relevante;Mag�st;STEM;3;;;2;322;1
9420;405;;Con experiencia relevante;;;20;500-999;;0;96;0
17083;407;Femenino;Con experiencia relevante;Universitaria;STEM;4;5000-9999;Ltda;1;7;0
16414;406;Masculino;Con experiencia relevante;Universitaria;STEM;16;oct-49;Ltda;1;53;0
32340;401;Masculino;Con experiencia relevante;Universitaria;STEM;10;oct-49;Startup;1;161;0
18462;455;Masculino;Sin experiencia relevante;Mag�st;STEM;8;oct-49;Ltda;1;11;0
7996;463;;Con experiencia relevante;Universitaria;STEM;9;100-500;Empresa P�bli;2;6;0
30636;474;Masculino;Sin experiencia relevante;Universitaria;STEM;1;50-99;;1;72;1
29982;459;Femenino;Con experiencia relevante;Mag�st;Humanidades;6;50-99;Ltda;1;182;0
29217;460;Masculino;Con experiencia relevante;Universitaria;STEM;20;5000-9999;Ltda;5;67;0
18454;462;Femenino;Sin experiencia relevante;Universitaria;STEM;1;;;1;50;0
22508;457;Femenino;Sin experiencia relevante;Universitaria;STEM;5;100-500;Ltda;1;16;0
25969;464;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;5;38;0
28080;461;Other;Con experiencia relevante;Universitaria;Arte;5;oct-49;Startup;1;98;0
21134;456;Masculino;Sin experiencia relevante;Universitaria;STEM;4;;;2;7;1
30925;458;Masculino;Sin experiencia relevante;Universitaria;STEM;2;;;1;88;0
29000;456;Masculino;Con experiencia relevante;Mag�st;STEM;4;100-500;Ltda;2;112;0
26925;465;Other;Con experiencia relevante;Universitaria;STEM;15;5000-9999;;0;30;1
7696;466;;Con experiencia relevante;Universitaria;STEM;9;50-99;Startup;1;9;0
25525;469;Other;Sin experiencia relevante;Ense�anza Med;;4;10000+;Ltda;1;36;0
21989;470;Masculino;Con experiencia relevante;Universitaria;STEM;19;100-500;Ltda;4;24;0
10984;467;Masculino;Con experiencia relevante;Mag�st;Humanidades;2;10000+;ONG;1;28;0
26543;468;Masculino;Con experiencia relevante;Universitaria;STEM;10;50-99;Empresa P�bli;1;166;0
32043;471;Masculino;Con experiencia relevante;Mag�st;STEM;10;50-99;Ltda;2;61;1
15343;440;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Empresa P�bli;3;24;0
30967;443;Masculino;Sin experiencia relevante;Universitaria;STEM;10;;;1;8;1
30191;441;Masculino;Con experiencia relevante;Universitaria;STEM;9;;;1;133;0
13537;450;Masculino;Con experiencia relevante;Universitaria;STEM;14;;;5;143;0
23185;447;Masculino;Con experiencia relevante;Universitaria;STEM;20;oct-49;Ltda;5;29;0
1434;449;;Con experiencia relevante;Universitaria;STEM;7;10000+;Ltda;1;53;0
9600;448;Masculino;Con experiencia relevante;Universitaria;STEM;9;10000+;Empresa P�bli;5;11;1
25963;446;Masculino;Con experiencia relevante;Universitaria;STEM;4;50-99;;1;7;0
5141;444;Masculino;Con experiencia relevante;Universitaria;STEM;8;50-99;Ltda;5;87;0
657;451;Masculino;Con experiencia relevante;Universitaria;STEM;8;oct-49;Startup;1;18;0
29991;445;Masculino;Con experiencia relevante;Universitaria;Arte;9;1000-4999;Ltda;1;76;1
18759;442;Masculino;Con experiencia relevante;Universitaria;STEM;6;10000+;Ltda;1;114;0
23081;452;;Sin experiencia relevante;Ense�anza Med;;5;;;;56;0
5731;445;Masculino;Con experiencia relevante;Universitaria;STEM;7;50-99;;5;30;0
20135;415;Masculino;Con experiencia relevante;Universitaria;STEM;20;500-999;Ltda;5;80;0
18620;425;Masculino;Con experiencia relevante;Universitaria;STEM;14;1000-4999;Ltda;0;52;0
24226;431;Femenino;Con experiencia relevante;Universitaria;STEM;1;50-99;Ltda;1;13;0
10092;429;;Con experiencia relevante;Universitaria;STEM;4;100-500;Empresa P�bli;0;42;0
1950;419;;Con experiencia relevante;Mag�st;STEM;6;50-99;Ltda;1;56;1
7909;435;Masculino;Sin experiencia relevante;Ense�anza B�;;2;;;0;12;1
11966;422;Masculino;Con experiencia relevante;Mag�st;Humanidades;2;100-500;Ltda;1;36;0
10017;433;Masculino;Con experiencia relevante;Mag�st;STEM;20;1000-4999;Ltda;5;67;0
28391;417;;Con experiencia relevante;Universitaria;STEM;8;50-99;Ltda;1;13;1
361;424;Masculino;Con experiencia relevante;Universitaria;STEM;9;;Ltda;1;100;0
20797;420;Masculino;Con experiencia relevante;Doctorado;STEM;15;10000+;Ltda;1;58;0
25041;428;Masculino;Con experiencia relevante;Universitaria;STEM;7;100-500;Ltda;1;18;1
18476;426;;Con experiencia relevante;Mag�st;STEM;2;10000+;Ltda;2;90;1
26668;432;;Sin experiencia relevante;Mag�st;STEM;6;10000+;;1;59;0
18586;427;;Con experiencia relevante;Mag�st;STEM;2;10000+;Ltda;2;35;0
17783;416;Masculino;Con experiencia relevante;Universitaria;STEM;1;10000+;Ltda;2;11;0
13256;418;Masculino;Con experiencia relevante;Universitaria;STEM;4;;;2;15;1
6283;421;Masculino;Con experiencia relevante;Universitaria;Otros;10;50-99;Ltda;5;206;0
2586;434;;Con experiencia relevante;Mag�st;STEM;9;50-99;Ltda;1;130;0
15279;430;;Sin experiencia relevante;;;1;;;0;30;0
28468;423;Masculino;Con experiencia relevante;Mag�st;STEM;20;10000+;Ltda;5;88;0
17941;490;;Sin experiencia relevante;Mag�st;Administraci�n y Neogci;1;10000+;Ltda;1;18;0
23384;506;;Con experiencia relevante;Universitaria;STEM;8;oct-49;Ltda;1;41;0
4978;494;Masculino;Con experiencia relevante;Mag�st;STEM;14;10000+;Ltda;2;16;0
28641;496;Masculino;Con experiencia relevante;Universitaria;STEM;20;1000-4999;Ltda;5;95;0
28915;499;Masculino;Sin experiencia relevante;Universitaria;STEM;6;;Empresa P�bli;1;53;0
33367;508;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;220;1
14999;501;;Con experiencia relevante;Mag�st;STEM;20;50-99;Ltda;2;21;0
3999;491;Masculino;Con experiencia relevante;Mag�st;STEM;20;100-500;Empresa P�bli;5;94;0
9860;502;Masculino;Con experiencia relevante;Universitaria;Sin Licenciatura;17;oct-49;Ltda;3;20;0
31153;495;Masculino;Sin experiencia relevante;Universitaria;STEM;8;;;0;47;1
26616;507;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;2;60;0
24366;509;Masculino;Con experiencia relevante;Universitaria;STEM;6;10000+;Ltda;4;78;1
19986;492;;Sin experiencia relevante;Universitaria;STEM;4;10000+;Empresa P�bli;1;5;0
17786;500;Masculino;Con experiencia relevante;;;6;50-99;;1;20;0
1396;497;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;3;2;0
22954;505;Femenino;Con experiencia relevante;Universitaria;STEM;9;100-500;Ltda;5;206;0
14775;504;Masculino;Sin experiencia relevante;Ense�anza Med;;12;;;1;90;0
1563;503;Masculino;Con experiencia relevante;Universitaria;STEM;12;100-500;Ltda;3;25;0
29612;493;Masculino;Con experiencia relevante;Universitaria;STEM;5;oct-49;Ltda;1;8;1
23856;490;Masculino;Con experiencia relevante;Universitaria;STEM;9;500-999;Ltda;2;22;0
30441;506;Masculino;Con experiencia relevante;Universitaria;Humanidades;19;100-500;Ltda;5;90;0
22742;494;;Con experiencia relevante;Universitaria;STEM;9;<10;Startup;1;56;0
30265;496;Masculino;Con experiencia relevante;Ense�anza Med;;10;;;2;81;1
11545;499;Masculino;Con experiencia relevante;Universitaria;STEM;7;<10;Ltda;1;120;0
2404;508;Masculino;Con experiencia relevante;Universitaria;STEM;4;50-99;Ltda;0;18;1
7243;501;;Con experiencia relevante;Ense�anza Med;;20;50-99;Ltda;0;19;0
19555;491;Masculino;Con experiencia relevante;Universitaria;STEM;8;5000-9999;Ltda;2;314;0
20486;502;;Sin experiencia relevante;Universitaria;STEM;20;;;2;15;0
17400;495;Masculino;Sin experiencia relevante;Universitaria;STEM;2;;;0;10;0
22005;507;;Con experiencia relevante;Universitaria;STEM;3;50-99;Ltda;5;39;0
10612;509;Masculino;Con experiencia relevante;Mag�st;STEM;8;;;1;25;1
23365;492;Masculino;Sin experiencia relevante;Universitaria;STEM;1;<10;Startup;1;146;1
13288;500;Masculino;Con experiencia relevante;Universitaria;STEM;3;;;1;26;0
23430;497;Masculino;Con experiencia relevante;Universitaria;STEM;11;100-500;Ltda;5;25;0
30404;505;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;5;50;1
8930;504;Masculino;Con experiencia relevante;Universitaria;STEM;9;10000+;Ltda;5;30;0
3920;503;Masculino;Con experiencia relevante;Universitaria;STEM;18;10000+;Ltda;4;39;0
29841;493;;Sin experiencia relevante;Ense�anza Med;;1;;;0;56;1
16289;498;;Con experiencia relevante;Universitaria;STEM;3;50-99;;1;82;1
19889;507;;Con experiencia relevante;Universitaria;STEM;7;10000+;Ltda;2;32;0
11780;475;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;1;43;1
8489;477;Masculino;Con experiencia relevante;;;15;100-500;Ltda;5;15;1
32581;479;Masculino;Sin experiencia relevante;Universitaria;STEM;4;;;1;21;1
22420;480;Masculino;Con experiencia relevante;Universitaria;Humanidades;9;10000+;Ltda;2;226;0
28415;478;Masculino;Con experiencia relevante;Universitaria;STEM;14;;;1;60;0
32260;485;Masculino;Con experiencia relevante;Universitaria;STEM;2;;;1;9;0
21603;483;Masculino;Con experiencia relevante;Universitaria;STEM;7;50-99;Ltda;1;50;0
19702;484;Masculino;Sin experiencia relevante;Ense�anza Med;;4;1000-4999;Ltda;1;280;1
17665;476;Masculino;Con experiencia relevante;Universitaria;STEM;3;50-99;;2;91;0
19612;482;Masculino;Con experiencia relevante;Mag�st;STEM;5;100-500;Ltda;1;15;1
18905;481;Masculino;Con experiencia relevante;Universitaria;STEM;5;100-500;Ltda;2;14;0
824;510;Masculino;Con experiencia relevante;Universitaria;STEM;10;500-999;Ltda;1;74;0
27275;515;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;2;43;1
14217;514;Masculino;Con experiencia relevante;Mag�st;STEM;14;500-999;Ltda;1;52;0
13209;518;;Sin experiencia relevante;;;1;;;1;75;0
9414;521;Masculino;Con experiencia relevante;Universitaria;STEM;8;100-500;Ltda;1;54;1
33242;399;Masculino;Sin experiencia relevante;Universitaria;STEM;8;<10;Startup;1;50;0
24224;410;Masculino;Con experiencia relevante;Universitaria;STEM;7;;Ltda;0;100;0
9684;412;Masculino;Con experiencia relevante;Mag�st;STEM;17;<10;Startup;1;42;0
8584;411;Masculino;Con experiencia relevante;Doctorado;STEM;20;100-500;Ltda;4;11;0
27003;380;Masculino;Con experiencia relevante;Mag�st;STEM;10;50-99;Ltda;2;74;0
17840;385;Masculino;Con experiencia relevante;Ense�anza Med;;7;50-99;Ltda;1;17;0
29723;386;Masculino;Con experiencia relevante;Universitaria;STEM;9;50-99;Ltda;5;90;0
33181;383;Masculino;Sin experiencia relevante;Mag�st;STEM;20;100-500;Ltda;2;234;0
29288;388;Masculino;Sin experiencia relevante;Universitaria;STEM;3;500-999;Ltda;3;11;1
3004;382;Masculino;Con experiencia relevante;Mag�st;Humanidades;7;<10;Ltda;1;163;0
5828;384;Masculino;Con experiencia relevante;Universitaria;STEM;10;50-99;Ltda;4;9;0
22211;381;Masculino;Sin experiencia relevante;Universitaria;Otros;5;;;0;36;0
